EID_100001, Durant, Henriette, (024) 777 588 511, henriette.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_103812, Jones, Evelyne, (024) 777 867 244, evelyne.jones@heig-vd.ch, FEMALE, COMEM, Professeur
EID_103813, De Villiers, Fabien, (024) 777 118 540, fabien.devilliers@heig-vd.ch, MALE, COMEM, Etudiant
EID_103814, De Villiers, Emma, (024) 777 292 822, emma.devilliers@heig-vd.ch, FEMALE, COMEM, Professeur
EID_103815, Delon, Aurore, (024) 777 531 677, aurore.delon@heig-vd.ch, FEMALE, EC, Professeur
EID_103816, Bauer, Henri, (024) 777 273 623, henri.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_103817, Durant, Fabienne, (024) 777 396 808, fabienne.durant@heig-vd.ch, FEMALE, TIC, Etudiant
EID_103818, De Villiers, Carine, (024) 777 595 339, carine.devilliers@heig-vd.ch, FEMALE, HEG, Professeur
EID_103819, Bauer, Fabrice, (024) 777 561 868, fabrice.bauer@heig-vd.ch, MALE, TIC, Administratif
EID_103820, Delon, Georgette, (024) 777 474 546, georgette.delon@heig-vd.ch, FEMALE, EC, Professeur
EID_103821, Clément, Aurore, (024) 777 850 518, aurore.clement@heig-vd.ch, FEMALE, EC, Professeur
EID_103822, Belmondo, Carine, (024) 777 488 334, carine.belmondo@heig-vd.ch, FEMALE, TIN, Administratif
EID_103823, Dupont, Amélie, (024) 777 818 456, amelie.dupont@heig-vd.ch, FEMALE, DEPG, Assistant
EID_103824, Durant, Gilles, (024) 777 273 592, gilles.durant@heig-vd.ch, MALE, DEPG, Administratif
EID_103825, Smith, Guillaume, (024) 777 688 243, guillaume.smith@heig-vd.ch, MALE, COMEM, Professeur
EID_103826, Clément, Emil, (024) 777 559 579, emil.clement@heig-vd.ch, MALE, TIC, Administratif
EID_103827, Bauer, Brigitte, (024) 777 697 758, brigitte.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_103828, Bauer, Emil, (024) 777 160 852, emil.bauer@heig-vd.ch, MALE, COMEM, Professeur
EID_103829, Marchand, Dylan, (024) 777 185 104, dylan.marchand@heig-vd.ch, MALE, TIC, Etudiant
EID_103830, Jones, Bryan, (024) 777 689 581, bryan.jones@heig-vd.ch, MALE, HEG, Administratif
EID_103831, Dupond, Henri, (024) 777 318 233, henri.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_103832, Clément, Dorothé, (024) 777 714 474, dorothe.clement@heig-vd.ch, FEMALE, EC, Professeur
EID_103833, Delon, Amélie, (024) 777 328 117, amelie.delon@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_103834, De Villiers, Henriette, (024) 777 286 421, henriette.devilliers@heig-vd.ch, FEMALE, TIN, Administratif
EID_103835, Simpson, Fabienne, (024) 777 478 638, fabienne.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_103836, Clément, Brigitte, (024) 777 430 194, brigitte.clement@heig-vd.ch, FEMALE, TIN, Professeur
EID_103837, Dupont, Cédric, (024) 777 479 370, cedric.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_103838, Marchand, Lucien, (024) 777 898 765, lucien.marchand@heig-vd.ch, MALE, EC, Etudiant
EID_103839, Simpson, Bernard, (024) 777 758 748, bernard.simpson@heig-vd.ch, MALE, HEG, Professeur
EID_103840, Marchand, Emil, (024) 777 736 245, emil.marchand@heig-vd.ch, MALE, TIC, Administratif
EID_103841, Smith, Frédéric, (024) 777 774 434, frederic.smith@heig-vd.ch, MALE, EC, Assistant
EID_103842, Belmondo, Emilie, (024) 777 460 156, emilie.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_103843, Belmondo, Gontran, (024) 777 206 166, gontran.belmondo@heig-vd.ch, MALE, TIN, Professeur
EID_103844, De Decker, Luc, (024) 777 583 474, luc.dedecker@heig-vd.ch, MALE, TIN, Professeur
EID_103845, Durant, Emma, (024) 777 606 575, emma.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_103846, Durant, Christine, (024) 777 128 290, christine.durant@heig-vd.ch, FEMALE, HEG, Assistant
EID_103847, Simpson, Edgar, (024) 777 864 791, edgar.simpson@heig-vd.ch, MALE, DEPG, Assistant
EID_103848, Bauer, Aurore, (024) 777 875 532, aurore.bauer@heig-vd.ch, FEMALE, EC, Etudiant
EID_103849, Dupond, Amélie, (024) 777 461 788, amelie.dupond@heig-vd.ch, FEMALE, HEG, Etudiant
EID_103850, Dupond, Dylan, (024) 777 826 436, dylan.dupond@heig-vd.ch, MALE, DEPG, Professeur
EID_103851, Dupond, Emma, (024) 777 294 429, emma.dupond@heig-vd.ch, FEMALE, TIC, Administratif
EID_103852, De Decker, Bernadette, (024) 777 793 790, bernadette.dedecker@heig-vd.ch, FEMALE, TIN, Etudiant
EID_103853, Dupont, Georgette, (024) 777 128 750, georgette.dupont@heig-vd.ch, FEMALE, EC, Etudiant
EID_103854, Smith, Faustine, (024) 777 710 689, faustine.smith@heig-vd.ch, FEMALE, TIN, Administratif
EID_103855, De Villiers, Anne, (024) 777 211 451, anne.devilliers@heig-vd.ch, FEMALE, HEG, Administratif
EID_103856, Bauer, Henriette, (024) 777 257 788, henriette.bauer@heig-vd.ch, FEMALE, TIN, Administratif
EID_103857, Jones, Bernadette, (024) 777 205 433, bernadette.jones@heig-vd.ch, FEMALE, TIN, Professeur
EID_103858, Dupont, Gilles, (024) 777 820 543, gilles.dupont@heig-vd.ch, MALE, EC, Assistant
EID_103859, Belmondo, Didier, (024) 777 616 255, didier.belmondo@heig-vd.ch, MALE, DEPG, Professeur
EID_103860, Simpson, Amélie, (024) 777 541 801, amelie.simpson@heig-vd.ch, FEMALE, DEPG, Professeur
EID_103861, De Villiers, Julien, (024) 777 715 111, julien.devilliers@heig-vd.ch, MALE, EC, Administratif
EID_103862, Dupond, Aurore, (024) 777 273 582, aurore.dupond@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_103863, De Decker, Julien, (024) 777 485 261, julien.dedecker@heig-vd.ch, MALE, EC, Assistant
EID_103864, Smith, Emilie, (024) 777 796 592, emilie.smith@heig-vd.ch, FEMALE, COMEM, Assistant
EID_103865, Simpson, Charles, (024) 777 872 717, charles.simpson@heig-vd.ch, MALE, DEPG, Assistant
EID_103866, Dupont, Amélie, (024) 777 740 595, amelie.dupont@heig-vd.ch, FEMALE, TIN, Administratif
EID_103867, Bauer, Emil, (024) 777 721 387, emil.bauer@heig-vd.ch, MALE, TIC, Assistant
EID_103868, Durant, Julie, (024) 777 334 142, julie.durant@heig-vd.ch, FEMALE, COMEM, Assistant
EID_103869, Bauer, Henri, (024) 777 119 433, henri.bauer@heig-vd.ch, MALE, TIN, Assistant
EID_103870, Clément, Edgar, (024) 777 377 320, edgar.clement@heig-vd.ch, MALE, TIN, Etudiant
EID_103871, Bauer, Amélie, (024) 777 298 232, amelie.bauer@heig-vd.ch, FEMALE, TIN, Professeur
EID_103872, Belmondo, Gilles, (024) 777 634 794, gilles.belmondo@heig-vd.ch, MALE, TIN, Professeur
EID_103873, Marchand, Aurore, (024) 777 710 749, aurore.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_103874, Delon, Georgette, (024) 777 548 452, georgette.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_103875, Simpson, Gontran, (024) 777 314 425, gontran.simpson@heig-vd.ch, MALE, HEG, Administratif
EID_103876, De Villiers, Marc, (024) 777 277 323, marc.devilliers@heig-vd.ch, MALE, TIC, Professeur
EID_103877, Dupont, Henri, (024) 777 547 561, henri.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_103878, Bauer, Fabienne, (024) 777 214 400, fabienne.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_103879, Smith, Evelyne, (024) 777 647 572, evelyne.smith@heig-vd.ch, FEMALE, DEPG, Professeur
EID_103880, Smith, Bernadette, (024) 777 870 619, bernadette.smith@heig-vd.ch, FEMALE, EC, Administratif
EID_103881, Jones, Fabrice, (024) 777 692 522, fabrice.jones@heig-vd.ch, MALE, TIN, Professeur
EID_103882, Jones, Fabien, (024) 777 815 297, fabien.jones@heig-vd.ch, MALE, TIN, Administratif
EID_103883, Smith, Dylan, (024) 777 436 831, dylan.smith@heig-vd.ch, MALE, COMEM, Etudiant
EID_103884, Durant, Julie, (024) 777 422 522, julie.durant@heig-vd.ch, FEMALE, COMEM, Professeur
EID_103885, Smith, Julien, (024) 777 730 372, julien.smith@heig-vd.ch, MALE, COMEM, Professeur
EID_103886, Clément, Bernard, (024) 777 758 305, bernard.clement@heig-vd.ch, MALE, DEPG, Assistant
EID_103887, Simpson, Julien, (024) 777 764 497, julien.simpson@heig-vd.ch, MALE, DEPG, Professeur
EID_103888, Smith, Henriette, (024) 777 223 655, henriette.smith@heig-vd.ch, FEMALE, EC, Administratif
EID_103889, Delon, Christine, (024) 777 868 363, christine.delon@heig-vd.ch, FEMALE, TIC, Etudiant
EID_103890, Jones, Aurore, (024) 777 883 869, aurore.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_103891, Delon, Anne, (024) 777 361 884, anne.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_103892, De Decker, Bernadette, (024) 777 858 503, bernadette.dedecker@heig-vd.ch, FEMALE, DEPG, Assistant
EID_103893, Belmondo, Lucien, (024) 777 331 759, lucien.belmondo@heig-vd.ch, MALE, EC, Etudiant
EID_103894, Clément, Amélie, (024) 777 175 665, amelie.clement@heig-vd.ch, FEMALE, TIC, Assistant
EID_103895, De Decker, Georgette, (024) 777 273 515, georgette.dedecker@heig-vd.ch, FEMALE, COMEM, Administratif
EID_103896, Clément, Albert, (024) 777 485 257, albert.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_103897, De Decker, Anne, (024) 777 465 134, anne.dedecker@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_103898, Smith, Marc, (024) 777 762 711, marc.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_103899, De Decker, Gontran, (024) 777 637 496, gontran.dedecker@heig-vd.ch, MALE, DEPG, Etudiant
EID_103900, Jones, Gontran, (024) 777 483 877, gontran.jones@heig-vd.ch, MALE, EC, Professeur
EID_103901, Dupond, Cédric, (024) 777 800 774, cedric.dupond@heig-vd.ch, MALE, HEG, Professeur
EID_103902, De Decker, Fabienne, (024) 777 679 593, fabienne.dedecker@heig-vd.ch, FEMALE, EC, Professeur
EID_103903, Belmondo, Henriette, (024) 777 565 193, henriette.belmondo@heig-vd.ch, FEMALE, TIC, Etudiant
EID_103904, De Villiers, Evelyne, (024) 777 196 469, evelyne.devilliers@heig-vd.ch, FEMALE, HEG, Etudiant
EID_103905, Simpson, Emilie, (024) 777 341 248, emilie.simpson@heig-vd.ch, FEMALE, COMEM, Professeur
EID_103906, Marchand, Henriette, (024) 777 646 808, henriette.marchand@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_103907, Dupont, Anne, (024) 777 487 380, anne.dupont@heig-vd.ch, FEMALE, DEPG, Professeur
EID_103908, De Villiers, Guillaume, (024) 777 806 725, guillaume.devilliers@heig-vd.ch, MALE, COMEM, Assistant
EID_103909, De Decker, Fabrice, (024) 777 509 473, fabrice.dedecker@heig-vd.ch, MALE, HEG, Professeur
EID_103910, Durant, Gontran, (024) 777 834 668, gontran.durant@heig-vd.ch, MALE, HEG, Etudiant
EID_103911, Clément, Carine, (024) 777 129 397, carine.clement@heig-vd.ch, FEMALE, EC, Etudiant
EID_103912, Bauer, Christine, (024) 777 605 607, christine.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_103913, Dupont, Carole, (024) 777 139 343, carole.dupont@heig-vd.ch, FEMALE, HEG, Etudiant
EID_103914, Dupond, Irène, (024) 777 156 793, irene.dupond@heig-vd.ch, FEMALE, TIN, Etudiant
EID_103915, Belmondo, Fabien, (024) 777 390 863, fabien.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_103916, Dupont, Marc, (024) 777 517 816, marc.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_103917, Delon, Danièle, (024) 777 667 622, daniele.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_103918, Dupond, Henriette, (024) 777 302 650, henriette.dupond@heig-vd.ch, FEMALE, HEG, Etudiant
EID_103919, Clément, Julien, (024) 777 346 808, julien.clement@heig-vd.ch, MALE, COMEM, Administratif
EID_103920, Simpson, Carole, (024) 777 150 810, carole.simpson@heig-vd.ch, FEMALE, TIC, Etudiant
EID_103921, Belmondo, Henriette, (024) 777 326 446, henriette.belmondo@heig-vd.ch, FEMALE, TIN, Etudiant
EID_103922, Smith, Christine, (024) 777 393 684, christine.smith@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_103923, Bauer, Emil, (024) 777 874 648, emil.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_103924, Delon, Guillaume, (024) 777 392 822, guillaume.delon@heig-vd.ch, MALE, TIC, Professeur
EID_103925, Marchand, Cédric, (024) 777 282 200, cedric.marchand@heig-vd.ch, MALE, EC, Administratif
EID_103926, Durant, Frédéric, (024) 777 233 389, frederic.durant@heig-vd.ch, MALE, TIC, Etudiant
EID_103927, Clément, Emma, (024) 777 881 497, emma.clement@heig-vd.ch, FEMALE, TIC, Administratif
EID_103928, Jones, Brigitte, (024) 777 312 688, brigitte.jones@heig-vd.ch, FEMALE, COMEM, Professeur
EID_103929, De Villiers, Fabienne, (024) 777 284 105, fabienne.devilliers@heig-vd.ch, FEMALE, TIN, Professeur
EID_103930, Simpson, Jimmy, (024) 777 105 726, jimmy.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_103931, Jones, Bryan, (024) 777 738 211, bryan.jones@heig-vd.ch, MALE, TIN, Etudiant
EID_103932, Belmondo, Marc, (024) 777 657 777, marc.belmondo@heig-vd.ch, MALE, TIN, Professeur
EID_103933, Dupond, Gontran, (024) 777 225 850, gontran.dupond@heig-vd.ch, MALE, EC, Administratif
EID_103934, Dupont, Edgar, (024) 777 290 593, edgar.dupont@heig-vd.ch, MALE, EC, Etudiant
EID_103935, Bauer, Brigitte, (024) 777 786 779, brigitte.bauer@heig-vd.ch, FEMALE, TIN, Etudiant
EID_103936, Delon, Bryan, (024) 777 283 383, bryan.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_103937, Dupond, Jimmy, (024) 777 632 695, jimmy.dupond@heig-vd.ch, MALE, COMEM, Administratif
EID_103938, Dupond, Gilles, (024) 777 673 118, gilles.dupond@heig-vd.ch, MALE, EC, Assistant
EID_103939, Dupont, Emilie, (024) 777 513 349, emilie.dupont@heig-vd.ch, FEMALE, DEPG, Assistant
EID_103940, Dupont, Aurore, (024) 777 375 380, aurore.dupont@heig-vd.ch, FEMALE, EC, Professeur
EID_103941, Bauer, Carole, (024) 777 691 425, carole.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_103942, Simpson, Charles, (024) 777 708 351, charles.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_103943, Clément, Lucien, (024) 777 837 118, lucien.clement@heig-vd.ch, MALE, DEPG, Administratif
EID_103944, Jones, Julie, (024) 777 502 175, julie.jones@heig-vd.ch, FEMALE, DEPG, Administratif
EID_103945, Durant, Dorothé, (024) 777 537 391, dorothe.durant@heig-vd.ch, FEMALE, TIC, Etudiant
EID_103946, Durant, Bernard, (024) 777 397 385, bernard.durant@heig-vd.ch, MALE, TIC, Administratif
EID_103947, Jones, Charles, (024) 777 408 152, charles.jones@heig-vd.ch, MALE, TIC, Administratif
EID_103948, Jones, Aurore, (024) 777 593 373, aurore.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_103949, Delon, Gilles, (024) 777 516 376, gilles.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_103950, Dupond, Brigitte, (024) 777 386 453, brigitte.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_103951, De Decker, Jimmy, (024) 777 431 699, jimmy.dedecker@heig-vd.ch, MALE, HEG, Etudiant
EID_103952, Delon, Guillaume, (024) 777 105 543, guillaume.delon@heig-vd.ch, MALE, EC, Administratif
EID_103953, Dupond, Didier, (024) 777 198 210, didier.dupond@heig-vd.ch, MALE, TIC, Professeur
EID_103954, Marchand, Henri, (024) 777 390 173, henri.marchand@heig-vd.ch, MALE, TIC, Professeur
EID_103955, Dupont, Bryan, (024) 777 538 519, bryan.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_103956, Dupont, Henriette, (024) 777 401 823, henriette.dupont@heig-vd.ch, FEMALE, TIN, Etudiant
EID_103957, Simpson, Charles, (024) 777 619 726, charles.simpson@heig-vd.ch, MALE, COMEM, Assistant
EID_103958, Jones, Bernadette, (024) 777 606 198, bernadette.jones@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_103959, Simpson, Cédric, (024) 777 162 851, cedric.simpson@heig-vd.ch, MALE, TIN, Assistant
EID_103960, De Decker, Henri, (024) 777 727 813, henri.dedecker@heig-vd.ch, MALE, DEPG, Professeur
EID_103961, Belmondo, Dorothé, (024) 777 476 600, dorothe.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_103962, Dupond, Albert, (024) 777 573 442, albert.dupond@heig-vd.ch, MALE, DEPG, Professeur
EID_103963, De Villiers, Julien, (024) 777 276 290, julien.devilliers@heig-vd.ch, MALE, TIC, Etudiant
EID_103964, Belmondo, Amélie, (024) 777 845 112, amelie.belmondo@heig-vd.ch, FEMALE, EC, Administratif
EID_103965, Dupond, Fabienne, (024) 777 452 584, fabienne.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_103966, Delon, Henriette, (024) 777 181 364, henriette.delon@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_103967, Marchand, Evelyne, (024) 777 597 528, evelyne.marchand@heig-vd.ch, FEMALE, TIN, Administratif
EID_103968, De Decker, Fabienne, (024) 777 517 306, fabienne.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_103969, Belmondo, Guillaume, (024) 777 625 214, guillaume.belmondo@heig-vd.ch, MALE, DEPG, Administratif
EID_103970, Dupond, Guillaume, (024) 777 468 816, guillaume.dupond@heig-vd.ch, MALE, EC, Administratif
EID_103971, Belmondo, Julie, (024) 777 138 319, julie.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_103972, De Decker, Didier, (024) 777 650 277, didier.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_103973, Smith, Luc, (024) 777 522 734, luc.smith@heig-vd.ch, MALE, HEG, Professeur
EID_103974, De Villiers, Dylan, (024) 777 817 396, dylan.devilliers@heig-vd.ch, MALE, HEG, Assistant
EID_103975, Delon, Gontran, (024) 777 776 836, gontran.delon@heig-vd.ch, MALE, TIC, Administratif
EID_103976, Marchand, Emma, (024) 777 798 514, emma.marchand@heig-vd.ch, FEMALE, COMEM, Professeur
EID_103977, Marchand, Bryan, (024) 777 123 711, bryan.marchand@heig-vd.ch, MALE, TIC, Etudiant
EID_103978, De Decker, Christine, (024) 777 487 885, christine.dedecker@heig-vd.ch, FEMALE, DEPG, Assistant
EID_103979, Marchand, Frédéric, (024) 777 226 561, frederic.marchand@heig-vd.ch, MALE, HEG, Etudiant
EID_103980, Jones, Dorothé, (024) 777 685 502, dorothe.jones@heig-vd.ch, FEMALE, EC, Assistant
EID_103981, Durant, Dorothé, (024) 777 257 260, dorothe.durant@heig-vd.ch, FEMALE, DEPG, Professeur
EID_103982, Clément, Emilie, (024) 777 102 492, emilie.clement@heig-vd.ch, FEMALE, EC, Administratif
EID_103983, Clément, Carine, (024) 777 157 409, carine.clement@heig-vd.ch, FEMALE, EC, Assistant
EID_103984, Smith, Dylan, (024) 777 834 627, dylan.smith@heig-vd.ch, MALE, DEPG, Administratif
EID_103985, Bauer, Anne, (024) 777 344 832, anne.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_103986, Durant, Georgette, (024) 777 415 403, georgette.durant@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_103987, Durant, Christine, (024) 777 654 286, christine.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_103988, Simpson, Julien, (024) 777 736 805, julien.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_103989, Simpson, Faustine, (024) 777 693 143, faustine.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_103990, Clément, Charles, (024) 777 103 272, charles.clement@heig-vd.ch, MALE, TIN, Professeur
EID_103991, Simpson, Henriette, (024) 777 726 430, henriette.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_103992, Durant, Bryan, (024) 777 335 525, bryan.durant@heig-vd.ch, MALE, TIN, Professeur
EID_103993, Simpson, Henriette, (024) 777 472 806, henriette.simpson@heig-vd.ch, FEMALE, TIN, Professeur
EID_103994, Bauer, Christine, (024) 777 776 577, christine.bauer@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_103995, Bauer, Fabrice, (024) 777 777 500, fabrice.bauer@heig-vd.ch, MALE, HEG, Assistant
EID_103996, Clément, Julie, (024) 777 315 524, julie.clement@heig-vd.ch, FEMALE, HEG, Administratif
EID_103997, Delon, Julie, (024) 777 845 581, julie.delon@heig-vd.ch, FEMALE, EC, Etudiant
EID_103998, De Decker, Julie, (024) 777 584 273, julie.dedecker@heig-vd.ch, FEMALE, EC, Assistant
EID_103999, Belmondo, Dylan, (024) 777 600 687, dylan.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_104000, De Decker, Emma, (024) 777 765 765, emma.dedecker@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104001, Bauer, Carole, (024) 777 609 723, carole.bauer@heig-vd.ch, FEMALE, DEPG, Administratif
EID_104002, Belmondo, Dylan, (024) 777 194 802, dylan.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_104003, Belmondo, Carole, (024) 777 642 693, carole.belmondo@heig-vd.ch, FEMALE, HEG, Professeur
EID_104004, Clément, Edgar, (024) 777 266 431, edgar.clement@heig-vd.ch, MALE, DEPG, Assistant
EID_104005, De Decker, Albert, (024) 777 848 580, albert.dedecker@heig-vd.ch, MALE, DEPG, Etudiant
EID_104006, Smith, Aurore, (024) 777 428 774, aurore.smith@heig-vd.ch, FEMALE, HEG, Etudiant
EID_104007, Jones, Julie, (024) 777 237 476, julie.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_104008, Dupond, Aurore, (024) 777 677 481, aurore.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_104009, Marchand, Dorothé, (024) 777 453 729, dorothe.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_104010, Bauer, Emma, (024) 777 430 632, emma.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_104011, Clément, Anne, (024) 777 292 588, anne.clement@heig-vd.ch, FEMALE, COMEM, Professeur
EID_104012, Simpson, Evelyne, (024) 777 505 697, evelyne.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_104013, Durant, Carine, (024) 777 321 559, carine.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_104014, De Decker, Amélie, (024) 777 665 596, amelie.dedecker@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_104015, Smith, Edgar, (024) 777 178 727, edgar.smith@heig-vd.ch, MALE, EC, Etudiant
EID_104016, Belmondo, Emilie, (024) 777 547 720, emilie.belmondo@heig-vd.ch, FEMALE, HEG, Etudiant
EID_104017, Durant, Guillaume, (024) 777 525 680, guillaume.durant@heig-vd.ch, MALE, TIN, Administratif
EID_104018, Durant, Evelyne, (024) 777 600 136, evelyne.durant@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104019, Marchand, Christine, (024) 777 726 204, christine.marchand@heig-vd.ch, FEMALE, TIC, Professeur
EID_104020, Smith, Charles, (024) 777 647 730, charles.smith@heig-vd.ch, MALE, TIC, Professeur
EID_104021, De Decker, Aurore, (024) 777 645 122, aurore.dedecker@heig-vd.ch, FEMALE, TIN, Administratif
EID_104022, Bauer, Dorothé, (024) 777 303 364, dorothe.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_104023, Delon, Aurore, (024) 777 645 775, aurore.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_104024, Smith, Fabienne, (024) 777 736 133, fabienne.smith@heig-vd.ch, FEMALE, HEG, Professeur
EID_104025, Clément, Guillaume, (024) 777 310 312, guillaume.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_104026, Dupond, Jimmy, (024) 777 671 831, jimmy.dupond@heig-vd.ch, MALE, TIN, Administratif
EID_104027, Clément, Henri, (024) 777 167 520, henri.clement@heig-vd.ch, MALE, TIC, Professeur
EID_104028, Durant, Henri, (024) 777 869 706, henri.durant@heig-vd.ch, MALE, EC, Assistant
EID_104029, Jones, Bryan, (024) 777 813 136, bryan.jones@heig-vd.ch, MALE, EC, Assistant
EID_104030, Smith, Carole, (024) 777 365 504, carole.smith@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_104031, Smith, Irène, (024) 777 718 142, irene.smith@heig-vd.ch, FEMALE, COMEM, Professeur
EID_104032, Bauer, Julien, (024) 777 429 551, julien.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_104033, Clément, Lucien, (024) 777 689 372, lucien.clement@heig-vd.ch, MALE, TIN, Professeur
EID_104034, Jones, Edgar, (024) 777 131 756, edgar.jones@heig-vd.ch, MALE, HEG, Administratif
EID_104035, Delon, Gilles, (024) 777 222 841, gilles.delon@heig-vd.ch, MALE, EC, Professeur
EID_104036, Jones, Cédric, (024) 777 544 810, cedric.jones@heig-vd.ch, MALE, TIC, Professeur
EID_104037, Durant, Fabrice, (024) 777 728 869, fabrice.durant@heig-vd.ch, MALE, TIN, Assistant
EID_104038, Bauer, Marc, (024) 777 516 432, marc.bauer@heig-vd.ch, MALE, COMEM, Professeur
EID_104039, De Villiers, Anne, (024) 777 602 762, anne.devilliers@heig-vd.ch, FEMALE, DEPG, Professeur
EID_104040, Delon, Emil, (024) 777 811 154, emil.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_104041, Dupond, Emil, (024) 777 624 545, emil.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_104042, De Villiers, Charles, (024) 777 328 655, charles.devilliers@heig-vd.ch, MALE, COMEM, Professeur
EID_104043, Durant, Brigitte, (024) 777 794 365, brigitte.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_104044, Marchand, Guillaume, (024) 777 410 822, guillaume.marchand@heig-vd.ch, MALE, HEG, Professeur
EID_104045, De Villiers, Guillaume, (024) 777 430 131, guillaume.devilliers@heig-vd.ch, MALE, TIN, Etudiant
EID_104046, Dupont, Dylan, (024) 777 886 829, dylan.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_104047, Smith, Guillaume, (024) 777 323 416, guillaume.smith@heig-vd.ch, MALE, HEG, Etudiant
EID_104048, Bauer, Danièle, (024) 777 709 172, daniele.bauer@heig-vd.ch, FEMALE, TIN, Etudiant
EID_104049, De Decker, Irène, (024) 777 679 646, irene.dedecker@heig-vd.ch, FEMALE, TIN, Assistant
EID_104050, Dupont, Christine, (024) 777 774 847, christine.dupont@heig-vd.ch, FEMALE, TIN, Assistant
EID_104051, Clément, Irène, (024) 777 340 444, irene.clement@heig-vd.ch, FEMALE, COMEM, Assistant
EID_104052, Dupond, Carole, (024) 777 600 456, carole.dupond@heig-vd.ch, FEMALE, COMEM, Administratif
EID_104053, Durant, Evelyne, (024) 777 701 368, evelyne.durant@heig-vd.ch, FEMALE, HEG, Etudiant
EID_104054, Smith, Dorothé, (024) 777 283 647, dorothe.smith@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_104055, De Villiers, Julie, (024) 777 361 387, julie.devilliers@heig-vd.ch, FEMALE, DEPG, Administratif
EID_104056, Dupont, Jimmy, (024) 777 356 823, jimmy.dupont@heig-vd.ch, MALE, COMEM, Assistant
